BLACKWELL,0.019,37.533,612,USA
YORK,0.019,37.552,613,USA
JOHNS,0.019,37.572,614,USA
BLANKENSHIP,0.019,37.591,615,USA
TREVINO,0.019,37.61,616,USA
SALINAS,0.019,37.63,617,USA
CAMPOS,0.019,37.649,618,USA
PRUITT,0.019,37.668,619,USA
MOSES,0.019,37.688,620,USA
CALLAHAN,0.019,37.707,621,USA
GOLDEN,0.019,37.726,622,USA
MONTOYA,0.019,37.745,623,USA
HARDIN,0.019,37.764,624,USA
GUERRA,0.019,37.783,625,USA
MCDOWELL,0.019,37.802,626,USA
CAREY,0.019,37.821,627,USA
STAFFORD,0.019,37.84,628,USA
GALLEGOS,0.019,37.859,629,USA
HENSON,0.019,37.878,630,USA
WILKINSON,0.019,37.897,631,USA
BOOKER,0.019,37.916,632,USA
MERRITT,0.019,37.935,633,USA
MIRANDA,0.019,37.953,634,USA
ATKINSON,0.019,37.972,635,USA
ORR,0.019,37.991,636,USA
DECKER,0.019,38.01,637,USA
HOBBS,0.019,38.028,638,USA
PRESTON,0.019,38.047,639,USA
TANNER,0.019,38.066,640,USA
KNOX,0.019,38.084,641,USA
PACHECO,0.019,38.103,642,USA
STEPHENSON,0.018,38.121,643,USA
GLASS,0.018,38.14,644,USA
ROJAS,0.018,38.158,645,USA
SERRANO,0.018,38.176,646,USA
MARKS,0.018,38.195,647,USA
HICKMAN,0.018,38.213,648,USA
ENGLISH,0.018,38.231,649,USA
SWEENEY,0.018,38.249,650,USA
STRONG,0.018,38.267,651,USA
PRINCE,0.018,38.285,652,USA
MCCLURE,0.018,38.304,653,USA
CONWAY,0.018,38.322,654,USA
WALTER,0.018,38.34,655,USA
ROTH,0.018,38.358,656,USA
MAYNARD,0.018,38.376,657,USA
FARRELL,0.018,38.394,658,USA
LOWERY,0.018,38.411,659,USA
HURST,0.018,38.429,660,USA
NIXON,0.018,38.447,661,USA
WEISS,0.018,38.465,662,USA
TRUJILLO,0.018,38.483,663,USA
ELLISON,0.018,38.5,664,USA
SLOAN,0.018,38.518,665,USA
JUAREZ,0.018,38.536,666,USA
WINTERS,0.018,38.553,667,USA
MCLEAN,0.018,38.571,668,USA
RANDOLPH,0.018,38.588,669,USA
LEON,0.018,38.606,670,USA
BOYER,0.018,38.624,671,USA
VILLARREAL,0.018,38.641,672,USA
MCCALL,0.018,38.659,673,USA
GENTRY,0.018,38.676,674,USA
CARRILLO,0.017,38.694,675,USA
KENT,0.017,38.711,676,USA
AYERS,0.017,38.729,677,USA
LARA,0.017,38.746,678,USA
SHANNON,0.017,38.763,679,USA
SEXTON,0.017,38.781,680,USA
PACE,0.017,38.798,681,USA
HULL,0.017,38.815,682,USA
LEBLANC,0.017,38.833,683,USA
BROWNING,0.017,38.85,684,USA
VELASQUEZ,0.017,38.867,685,USA
LEACH,0.017,38.884,686,USA
CHANG,0.017,38.901,687,USA
HOUSE,0.017,38.918,688,USA
SELLERS,0.017,38.936,689,USA
HERRING,0.017,38.953,690,USA
NOBLE,0.017,38.97,691,USA
FOLEY,0.017,38.987,692,USA
BARTLETT,0.017,39.004,693,USA
MERCADO,0.017,39.021,694,USA
LANDRY,0.017,39.037,695,USA
DURHAM,0.017,39.054,696,USA
WALLS,0.017,39.071,697,USA
BARR,0.017,39.088,698,USA
MCKEE,0.017,39.105,699,USA
BAUER,0.017,39.122,700,USA
RIVERS,0.017,39.139,701,USA
EVERETT,0.017,39.155,702,USA
BRADSHAW,0.017,39.172,703,USA
PUGH,0.017,39.189,704,USA
VELEZ,0.017,39.206,705,USA
RUSH,0.017,39.222,706,USA
ESTES,0.017,39.239,707,USA
DODSON,0.017,39.255,708,USA
MORSE,0.017,39.272,709,USA
SHEPPARD,0.017,39.289,710,USA
WEEKS,0.017,39.305,711,USA
CAMACHO,0.017,39.322,712,USA
BEAN,0.017,39.338,713,USA
BARRON,0.017,39.355,714,USA
LIVINGSTON,0.017,39.371,715,USA
MIDDLETON,0.016,39.388,716,USA
SPEARS,0.016,39.404,717,USA
BRANCH,0.016,39.42,718,USA
BLEVINS,0.016,39.437,719,USA
CHEN,0.016,39.453,720,USA
KERR,0.016,39.469,721,USA
MCCONNELL,0.016,39.486,722,USA
HATFIELD,0.016,39.502,723,USA
HARDING,0.016,39.518,724,USA
ASHLEY,0.016,39.535,725,USA
SOLIS,0.016,39.551,726,USA
HERMAN,0.016,39.567,727,USA
FROST,0.016,39.583,728,USA
GILES,0.016,39.599,729,USA
BLACKBURN,0.016,39.616,730,USA
WILLIAM,0.016,39.632,731,USA
PENNINGTON,0.016,39.648,732,USA
WOODWARD,0.016,39.664,733,USA
FINLEY,0.016,39.68,734,USA
MCINTOSH,0.016,39.696,735,USA
KOCH,0.016,39.713,736,USA
